Code,Latitude,Longitude,Score,StandardCivicNumber,StandardAddress,StandardCity,StandardStateorProvinceAbbrv,PostalZip,Frequency
T6S1G9,53.590245,-113.344486,2,1,,EDMONTON,AB,T6S1G9,1
B5A4A9,43.886382,-66.12742,2,1,,YARMOUTH,NS,B5A4A9,1
J4K2T5,45.525341,-73.518974,2,1,,LONGUEUIL,QC,J4K2T5,1
J4H3H6,45.539358,-73.50851,2,1,,LONGUEUIL,QC,J4H3H6,1
H2Z1W7,45.503824,-73.565754,2,1,,MONTREAL,QC,H2Z1W7,1
J4K5C8,45.520479,-73.518528,2,1,,LONGUEUIL,QC,J4K5C8,1
J3Y7G5,45.503257,-73.427905,2,1,,SAINT-HUBERT,QC,J3Y7G5,1
A5F7B0,,0,0,,,,,A5F7B0,1
B2G2E3,45.615624,-61.985887,2,1,,ANTIGONISH,NS,B2G2E3,1
B2G2H6,45.619325,-61.977122,2,1,,ANTIGONISH,NS,B2G2H6,1
H2A2P1,45.564003,-73.595446,2,1,,MONTR問AL,QC,H2A2P1,1
P9B6A8,,0,0,,,,,P9B6A8,1
H2M2T6,45.545402,-73.63923,2,1,,MONTR問AL,QC,H2M2T6,1
H2M2P9,45.545908,-73.639254,2,1,,MONTR問AL,QC,H2M2P9,1
H1E5M8,45.645884,-73.583164,2,1,,MONTR問AL,QC,H1E5M8,1
S1S8Y0,,0,0,,,,,S1S8Y0,1
B6F6A6,,0,0,,,,,B6F6A6,1
H1A3W6,45.665044,-73.504837,2,1,,POINTE-AUX-TREMBLES,QC,H1A3W6,1
H1A3X2,45.664601,-73.505014,2,1,,POINTE-AUX-TREMBLES,QC,H1A3X2,1
H1B5T9,45.575421,-73.521323,2,1,,POINTE-AUX-TREMBLES,QC,H1B5T9,1
M8P4X6,,0,0,,,,,M8P4X6,1
A1K1J2,47.658453,-52.748219,2,1,,TORBAY,NL,A1K1J2,1
V2X1Q1,49.220031,-122.612154,2,1,,,,V2X1Q1,1
N9X5J4,,0,0,,,,,N9X5J4,1
B5A2T5,43.844114,-66.101468,2,1,,Yarmouth,NS,B5A2T5,1
M6Z9D8,,0,0,,,,,M6Z9D8,1
H1E1J5,45.638236,-73.599753,2,1,,MONTR問AL,QC,H1E1J5,1
H1E1J4,45.637761,-73.600678,2,1,,MONTR問AL,QC,H1E1J4,1
H1E1J3,45.637689,-73.600782,2,1,,Montr密al,QC,H1E1J3,1
H1E1J2,45.637394,-73.601408,2,1,,MONTR問AL,QC,H1E1J2,1
H1E1J1,45.637376,-73.601443,2,1,,MONTR問AL,QC,H1E1J1,1
H1E1V1,45.637349,-73.600732,2,1,,Montr密al,QC,H1E1V1,1
H1E1V2,45.638037,-73.600551,2,1,,Montr密al,QC,H1E1V2,1
H1E1V4,45.638423,-73.600075,2,1,,Montr密al,QC,H1E1V4,1
H1E1T9,45.63775,-73.601325,2,1,,Montr密al,QC,H1E1T9,1
H1E1V3,45.63765,-73.600002,2,1,,Montr密al,QC,H1E1V3,1
C0C5V0,,0,0,,,,,C0C5V0,1
C3Y7Y2,,0,0,,,,,C3Y7Y2,1
R3C0E9,49.885902,-97.255103,2,1,,Winnipeg,MB,R3C0E9,1
M3B4S2,43.745772,-79.358057,2,1,,,,M3B4S2,1
R5G1V2,49.559788,-96.665087,2,1,,STEINBACH,MB,R5G1V2,1
R3C2G1,49.605965,-97.047944,2,1,,WINNIPEG,MB,R3C2G1,1
L5X4Y8,,0,0,,,,,L5X4Y8,1
J8L1G6,45.589827,-75.411387,2,1,,GATINEAU,QC,J8L1G6,1
H1K1N9,45.612039,-73.545859,2,1,,ANJOU,QC,H1K1N9,1
R5J7A8,,0,0,,,,,R5J7A8,1
N7Y6V7,,0,0,,,,,N7Y6V7,1
N7B0Q6,,0,0,,,,,N7B0Q6,1
K2A1H3,45.370808,-75.772704,2,1,,Ottawa,ON,K2A1H3,1
Y0H6Q2,,0,0,,,,,Y0H6Q2,1
J1O3U1,,0,0,,,,,J1O3U1,1
E6G9F6,45.948853,-67.352469,2,1,,,,E6G9F6,1
T6E0C9,53.532819,-113.42711,2,1,,Edmonton,AB,T6E0C9,1
H2S2X7,45.531136,-73.605085,2,1,,MONTR問AL,QC,H2S2X7,1
T8V5N3,55.175007,-118.778817,2,1,,GRANDE PRAIRIE,AB,T8V5N3,1
B1D0K0,,0,0,,,,,B1D0K0,1
B4R3P0,45.062301,-64.58249,2,1,,,,B4R3P0,1
H2S2N7,45.536914,-73.608492,2,1,,MONTR問AL,QC,H2S2N7,1
H2S1S6,45.534565,-73.604629,2,1,,MONTR問AL,QC,H2S1S6,1
H2S3N3,45.534368,-73.604806,2,1,,MONTR問AL,QC,H2S3N3,1
A0B5X4,47.51339,-53.659099,2,1,,,,A0B5X4,1
B0K1S0,45.556859,-62.666255,2,1,,TRENTON,NS,B0K1S0,1
B6B6B5,,0,0,,,,,B6B6B5,1
H1T3K9,45.565638,-73.579843,2,1,,MONTR問AL,QC,H1T3K9,1
E6E1B2,46.073144,-67.072762,2,1,,MIDDLE HAINESVILLE,NB,E6E1B2,1
H2G2E1,45.542031,-73.577249,2,1,,MONTR問AL,QC,H2G2E1,1
H3N2X6,45.528136,-73.623398,2,1,,MONTR問AL,QC,H3N2X6,1
H2P1E6,45.545551,-73.638146,2,1,,MONTR問AL,QC,H2P1E6,1
H2P2Z4,45.545945,-73.637999,2,1,,MONTR問AL,QC,H2P2Z4,1
H2P2G4,45.545273,-73.636073,2,1,,MONTR問AL,QC,H2P2G4,1
N1G4M3,43.507863,-80.238515,2,1,,Guelph,ON,N1G4M3,1
P6C8B7,46.535788,-84.367606,2,1,,,,P6C8B7,1
L7N9V4,43.3475,-79.778814,2,1,,,,L7N9V4,1
R3G0K5,49.890825,-97.1949,2,1,,Winnipeg,MB,R3G0K5,1
C5D6E4,,0,0,,,,,C5D6E4,1
P9J5S6,,0,0,,,,,P9J5S6,1
X6S1M3,,0,0,,,,,X6S1M3,1
T0J2P0,50.070323,-110.786396,2,1,,Cypress,AB,T0J2P0,1
H1Z2V6,45.569425,-73.629045,2,1,,MONTR問AL,QC,H1Z2V6,1
L9N3M0,44.107277,-79.490941,2,1,,,,L9N3M0,1
J7G3M9,45.614216,-73.832918,2,1,,,,J7G3M9,1
L2Z3I1,,0,0,,,,,L2Z3I1,1
E0O5D9,,0,0,,,,,E0O5D9,1
H1K4G3,45.603915,-73.558915,2,1,,ANJOU,QC,H1K4G3,1
S9A3U2,52.778178,-108.29418,2,1,,,,S9A3U2,1
V4E1T9,49.13205,-122.897451,2,1,,Delta,BC,V4E1T9,1
J2L2K3,45.323306,-72.646423,2,1,,BROMONT,QC,J2L2K3,1
R8R7V7,,0,0,,,,,R8R7V7,1
H1X3H1,45.549633,-73.562985,2,1,,MONTR問AL,QC,H1X3H1,1
H1X3G9,45.549026,-73.563341,2,1,,MONTR問AL,QC,H1X3G9,1
K6B9I6,,0,0,,,,,K6B9I6,1
H1X1W9,45.554734,-73.564393,2,1,,MONTR問AL,QC,H1X1W9,1
H1T2W6,45.571686,-73.568781,2,1,,Montr密al,QC,H1T2W6,1
B0P1N0,44.969634,-64.929427,2,1,,KINGSTON,NS,B0P1N0,1
J2T8G0,45.622447,-72.937647,2,1,,,,J2T8G0,1
T6E3M1,53.50711,-113.482849,2,1,,Edmonton,AB,T6E3M1,1
H2E2P2,45.551456,-73.607848,2,1,,MONTR問AL,QC,H2E2P2,1
L1A3Z3,43.998425,-78.364652,2,1,,PORT HOPE,ON,L1A3Z3,1
H1X1L5,45.558662,-73.575914,2,1,,MONTR問AL,QC,H1X1L5,1
H1X1J9,45.559837,-73.57758,2,1,,MONTR問AL,QC,H1X1J9,1
H1X1J8,45.559736,-73.57767,2,1,,MONTR問AL,QC,H1X1J8,1
H1X1J3,45.559732,-73.577674,2,1,,MONTR問AL,QC,H1X1J3,1
H1X2L6,45.581605,-73.578137,2,1,,Montr密al,QC,H1X2L6,1
H1X2L5,45.583461,-73.575558,2,1,,MONTR問AL,QC,H1X2L5,1
H1X2P8,45.559544,-73.580697,2,1,,Montr密al,QC,H1X2P8,1
H1X2P7,45.558732,-73.57844,2,1,,Montr密al,QC,H1X2P7,1
H1W1B2,45.537931,-73.560189,2,1,,MONTR問AL,QC,H1W1B2,1
B1P6S9,46.145576,-60.152411,2,1,,SYDNEY,NS,B1P6S9,1
B1P6J2,46.143654,-60.19332,2,1,,SYDNEY,NS,B1P6J2,1
H1T3G9,45.565211,-73.57155,2,1,,Montr密al,QC,H1T3G9,1
H1T4A5,45.558341,-73.576157,2,1,,Montr密al,QC,H1T4A5,1
K1H1H3,45.38795,-75.658656,2,1,,,,K1H1H3,1
R0E1C0,50.26813,-96.718157,2,1,,BEAUSEJOUR,MB,R0E1C0,1
H1X1T6,45.557814,-73.569228,2,1,,MONTR問AL,QC,H1X1T6,1
H1X2G1,45.559262,-73.571668,2,1,,MONTR問AL,QC,H1X2G1,1
H1X2H8,45.558483,-73.571524,2,1,,MONTR問AL,QC,H1X2H8,1
H1X2B8,45.563171,-73.578054,2,1,,MONTR問AL,QC,H1X2B8,1
H1Y3E7,45.550165,-73.577313,2,1,,MONTR問AL,QC,H1Y3E7,1
H3N1Z7,45.526858,-73.620173,2,1,,MONTR問AL,QC,H3N1Z7,1
H3N1T6,45.528409,-73.618734,2,1,,MONTR問AL,QC,H3N1T6,1
H2R1K1,45.542314,-73.620618,2,1,,MONTR問AL,QC,H2R1K1,1
K1N7W7,45.427301,-75.680284,2,1,,Ottawa,ON,K1N7W7,1
E1B3J5,46.066991,-64.796549,2,1,,RIVERVIEW,NB,E1B3J5,1
R8N0L5,55.744353,-97.854529,2,1,,Thompson,MB,R8N0L5,1
T1H5V1,49.722165,-112.806862,2,1,,LETHBRIDGE,AB,T1H5V1,1
H1Z1C5,45.572218,-73.638426,2,1,,Montr密al,QC,H1Z1C5,1
B3K6R4,44.654388,-63.587372,2,1,,HALIFAX,NS,B3K6R4,1
K4U3P6,,0,0,,,,,K4U3P6,1
H1Y1T9,45.549356,-73.577667,2,1,,MONTR問AL,QC,H1Y1T9,1
T8B7F3,53.47493,-113.284377,2,1,,,,T8B7F3,1
J3E2J9,45.577504,-73.310561,2,1,,SAINTE-JULIE,QC,J3E2J9,1
H1X1G7,45.556946,-73.584484,2,1,,MONTR問AL,QC,H1X1G7,1
H2S1S2,45.533443,-73.605705,2,1,,MONTR問AL,QC,H2S1S2,1
B1P5X1,46.144858,-60.167439,2,1,,SYDNEY,NS,B1P5X1,1
E2N2I1,45.324468,-65.939501,2,1,,,,E2N2I1,1
R7B0R9,49.835977,-99.971184,2,1,,Brandon,MB,R7B0R9,1
T5N3S5,53.541897,-113.575978,2,1,,EDMONTON,AB,T5N3S5,1
H1Z4H3,45.567576,-73.613171,2,1,,MONTR問AL,QC,H1Z4H3,1
R7A5C6,49.83055,-99.961817,2,1,,BRANDON,MB,R7A5C6,1
H1Z4H4,45.570299,-73.637058,2,1,,MONTR問AL,QC,H1Z4H4,1
H1Z4B1,45.576786,-73.609171,2,1,,MONTR問AL,QC,H1Z4B1,1
H1Z4A9,45.576662,-73.607729,2,1,,MONTR問AL,QC,H1Z4A9,1
H1Z1Z4,45.576434,-73.607549,2,1,,Montr密al,QC,H1Z1Z4,1
H1Z2A9,45.575859,-73.607129,2,1,,MONTR問AL,QC,H1Z2A9,1
H1Z4E6,45.575832,-73.60668,2,1,,MONTR問AL,QC,H1Z4E6,1
H1Z1Z3,45.576921,-73.608628,2,1,,Montr密al,QC,H1Z1Z3,1
H1Z4E7,45.576683,-73.608863,2,1,,MONTR問AL,QC,H1Z4E7,1
X2W2I7,,0,0,,,,,X2W2I7,1
G1W7F4,46.764193,-71.28977,2,1,,,,G1W7F4,1
C2M7G5,,0,0,,,,,C2M7G5,1
J4M2S3,45.54685,-73.445532,2,1,,LONGUEUIL,QC,J4M2S3,1
M2M2Y2,43.8026,-79.390932,2,1,,North York,ON,M2M2Y2,1
B0W2Z0,44.248039,-66.106916,2,1,,LITTLE BROOK,NS,B0W2Z0,1
E8E4X7,47.977944,-66.355908,2,1,,,,E8E4X7,1
R7E6C6,,0,0,,,,,R7E6C6,1
K0Q0C7,,0,0,,,,,K0Q0C7,1
J6Z6I5,45.668714,-73.772216,2,1,,,,J6Z6I5,1
T3R1L3,51.209726,-114.30218,2,1,,CALGARY,AB,T3R1L3,1
H2R2J6,45.543361,-73.62748,2,1,,MONTR問AL,QC,H2R2J6,1
H2P2Y3,45.493394,-73.666337,2,1,,MONTR問AL,QC,H2P2Y3,1
H3N1E8,45.543048,-73.628745,2,1,,MONTR問AL,QC,H3N1E8,1
H2R3B2,45.543189,-73.628684,2,1,,Montr密al,QC,H2R3B2,1
A1B4J6,47.580561,-52.725556,2,1,,ST. JOHN&#39;S,NL,A1B4J6,1
H2A2S1,45.564684,-73.598704,2,1,,Montr密al,QC,H2A2S1,1
H2E2M5,45.551066,-73.608712,2,1,,MONTR問AL,QC,H2E2M5,1
R2Y1L1,49.892619,-97.31019,2,1,,WINNIPEG,MB,R2Y1L1,1
R2L1X9,49.904342,-97.082423,2,1,,Winnipeg,MB,R2L1X9,1
R7A4E9,49.844376,-99.951311,2,1,,Brandon,MB,R7A4E9,1
H2E3A5,45.549026,-73.616686,2,1,,MONTR問AL,QC,H2E3A5,1
H2E3A6,45.548811,-73.617919,2,1,,MONTR問AL,QC,H2E3A6,1
G0S1Z0,46.5591,-71.439743,2,1,,Saint-Agapit,QC,G0S1Z0,1
G6E1N4,46.464106,-71.042894,2,1,,SAINTE-MARIE,QC,G6E1N4,1
G0R4J0,46.88817,-70.814438,2,1,,SAINT-VALLIER,QC,G0R4J0,1
M2I1M2,,0,0,,,,,M2I1M2,1
H8Z7K3,45.506319,-73.841388,2,1,,,,H8Z7K3,1
P7C2R5,48.394782,-89.237869,2,1,,Thunder Bay,ON,P7C2R5,1
T4B8U2,51.287412,-114.029899,2,1,,,,T4B8U2,1
X2R6V3,,0,0,,,,,X2R6V3,1
H1Z4L2,45.572628,-73.6367,2,1,,MONTR問AL,QC,H1Z4L2,1
H1Z4L1,45.572015,-73.638424,2,1,,MONTR問AL,QC,H1Z4L1,1
Y8S7V1,,0,0,,,,,Y8S7V1,1
V1U4E9,,0,0,,,,,V1U4E9,1
H2E2C5,45.552711,-73.621549,2,1,,MONTR問AL,QC,H2E2C5,1
H2E3A1,45.553656,-73.622973,2,1,,MONTR問AL,QC,H2E3A1,1
A6G9G2,,0,0,,,,,A6G9G2,1
H2K4R9,45.522265,-73.549013,2,1,,MONTR問AL,QC,H2K4R9,1
H1Z1E8,45.582799,-73.627282,2,1,,MONTR問AL,QC,H1Z1E8,1
B2N1B1,45.356449,-63.302462,2,1,,TRURO,NS,B2N1B1,1
M5V1I6,43.645857,-79.398711,2,1,,,,M5V1I6,1
V4C5J6,49.152208,-122.902445,2,1,,Delta,BC,V4C5J6,1
B1P4S1,46.14158,-60.169566,2,1,,SYDNEY,NS,B1P4S1,1
H2S2G2,45.536579,-73.598912,2,1,,MONTR問AL,QC,H2S2G2,1
H1Y3E9,45.553368,-73.585885,2,1,,MONTR問AL,QC,H1Y3E9,1
C4D1K3,,0,0,,,,,C4D1K3,1
S8X5D9,,0,0,,,,,S8X5D9,1
H1X3C7,45.559043,-73.571752,2,1,,MONTR問AL,QC,H1X3C7,1
H1X3C5,45.55888,-73.571861,2,1,,MONTR問AL,QC,H1X3C5,1
H2S3R2,45.532024,-73.600669,2,1,,Anjou,QC,H2S3R2,1
H2S3P8,45.531837,-73.600257,2,1,,Anjou,QC,H2S3P8,1
H2S3P9,45.530529,-73.595968,2,1,,MONTR問AL,QC,H2S3P9,1
H2S3R1,45.531801,-73.597906,2,1,,MONTR問AL,QC,H2S3R1,1
H3N2X8,45.537944,-73.631799,2,1,,MONTR問AL,QC,H3N2X8,1
T6R2E3,53.470566,-113.584788,2,1,,EDMONTON,AB,T6R2E3,1
M9W2Z3,43.716261,-79.575196,2,1,,Etobicoke,ON,M9W2Z3,1
R7A4G3,49.842767,-99.951308,2,1,,BRANDON,MB,R7A4G3,1
H2L2B3,45.496075,-73.578888,2,1,,MONTR問AL,QC,H2L2B3,1
H2R3A6,45.545702,-73.619019,2,1,,MONTR問AL,QC,H2R3A6,1
K1H8N4,45.401059,-75.684807,2,1,,OTTAWA,ON,K1H8N4,1
M2U3M2,,0,0,,,,,M2U3M2,1
H2P2H6,45.54247,-73.631601,2,1,,MONTR問AL,QC,H2P2H6,1
E2L5C5,45.264373,-66.057206,2,1,,Saint John,NB,E2L5C5,1
H2X3P2,45.512439,-73.569474,2,1,,MONTR問AL,QC,H2X3P2,1
H2A2M3,45.567335,-73.599906,2,1,,Montr密al,QC,H2A2M3,1
H3N1Y6,45.529003,-73.62029,2,1,,MONTR問AL,QC,H3N1Y6,1
H2E2G2,45.553165,-73.620809,2,1,,MONTR問AL,QC,H2E2G2,1
A4Y2I3,,0,0,,,,,A4Y2I3,1
E0A3C0,45.901192,-64.37001,2,1,,SACKVILLE,NB,E0A3C0,1
L5V2P5,43.61588,-79.700194,2,1,,Mississauga,ON,L5V2P5,1
M4G4B5,43.710813,-79.355219,2,1,,EAST YORK,ON,M4G4B5,1
G0R2N0,46.629128,-70.971673,2,1,,SAINT-ANSELME,QC,G0R2N0,1
G0X2Y0,46.56213,-72.472116,2,1,,SAINT-NARCISSE,QC,G0X2Y0,1
G1P3S4,46.789863,-71.304441,2,1,,QU問BEC,QC,G1P3S4,1
J2B6V4,45.914074,-72.53201,2,1,,DRUMMONDVILLE,QC,J2B6V4,1
G6B3B7,45.596685,-70.917712,2,1,,NANT躍S,QC,G6B3B7,1
G0L2N0,47.920099,-69.094927,2,1,,SAINT-CLEMENT,QC,G0L2N0,1
J1A1X4,45.130821,-71.809375,2,1,,COATICOOK,QC,J1A1X4,1
J0K3L0,46.018659,-73.354312,2,1,,JOLIETTE,QC,J0K3L0,1
B5U9O2,,0,0,,,,,B5U9O2,1
K6W4G1,,0,0,,,,,K6W4G1,1
J0H1M0,45.728389,-72.734854,2,1,,Saint-Liboire,QC,J0H1M0,1
J7N2Y7,45.615533,-74.207252,2,1,,MIRABEL,QC,J7N2Y7,1
G0R1W0,46.829359,-70.85636,2,1,,La Durantaye,QC,G0R1W0,1
G3A1T2,46.757461,-71.442717,2,1,,SAINT-AUGUSTIN-DE-DESMAURES,QC,G3A1T2,1
J0L1M0,45.442644,-73.059432,2,1,,MARIEVILLE,QC,J0L1M0,1
P0W1L0,48.720423,-94.562492,2,1,,Rainy River,ON,P0W1L0,1
V2H8Z1,50.73193,-120.272145,2,1,,,,V2H8Z1,1
X4J9T5,,0,0,,,,,X4J9T5,1
R5M3R2,,0,0,,,,,R5M3R2,1
H9A0U6,45.495933,-73.829524,2,1,,,,H9A0U6,1
B5X8A2,,0,0,,,,,B5X8A2,1
V3H2C8,49.277569,-122.835232,2,1,,PORT MOODY,BC,V3H2C8,1
H2A1V6,45.559066,-73.597753,2,1,,MONTR問AL,QC,H2A1V6,1
H2A3B7,45.557719,-73.599535,2,1,,MONTR問AL,QC,H2A3B7,1
H2A3C6,45.557114,-73.599977,2,1,,Montr密al,QC,H2A3C6,1
H2K3A7,45.529215,-73.545453,2,1,,MONTR問AL,QC,H2K3A7,1
H2K2Y4,45.916592,-73.285588,2,1,,MONTR問AL,QC,H2K2Y4,1
H2K2Y3,45.920248,-73.28304,2,1,,MONTR問AL,QC,H2K2Y3,1
Y9D3J0,,0,0,,,,,Y9D3J0,1
P1B4M1,46.320457,-79.481728,2,1,,North Bay,ON,P1B4M1,1
L0K7D5,44.689306,-79.636891,2,1,,,,L0K7D5,1
H2K2B8,45.530302,-73.549333,2,1,,MONTR問AL,QC,H2K2B8,1
H2K2Z3,45.533739,-73.554506,2,1,,MONTR問AL,QC,H2K2Z3,1
H2K3K5,45.530751,-73.552853,2,1,,MONTR問AL,QC,H2K3K5,1
H2K3C3,45.53164,-73.551287,2,1,,MONTR問AL,QC,H2K3C3,1
H2K3C1,45.531105,-73.549883,2,1,,MONTR問AL,QC,H2K3C1,1
H2K1N3,45.536842,-73.554142,2,1,,MONTR問AL,QC,H2K1N3,1
K0R2G8,,0,0,,,,,K0R2G8,1
A9I1L1,,0,0,,,,,A9I1L1,1
Y8M9S8,,0,0,,,,,Y8M9S8,1
C7V4F2,,0,0,,,,,C7V4F2,1
C9C8C8,,0,0,,,,,C9C8C8,1
T2H2Z7,50.987911,-114.029518,2,1,,Calgary,AB,T2H2Z7,1
B0N2A0,45.014701,-64.02437,2,1,,KENNETCOOK,NS,B0N2A0,1
H2S3E8,45.530361,-73.61309,2,1,,MONTR問AL,QC,H2S3E8,1
H1X3E9,45.53988,-73.579657,2,1,,MONTR問AL,QC,H1X3E9,1
R3C5S5,49.892013,-97.143971,2,1,,Winnipeg,MB,R3C5S5,1
B1P1G6,46.136321,-60.193114,2,1,,SYDNEY,NS,B1P1G6,1
B1P6H1,46.079175,-60.264184,2,1,,SYDNEY,NS,B1P6H1,1
H2L2K8,45.511241,-73.5707,2,1,,MONTR問AL,QC,H2L2K8,1
H3N2X5,45.532545,-73.641485,2,1,,MONTR問AL,QC,H3N2X5,1
H2E1B8,45.556442,-73.615666,2,1,,MONTR問AL,QC,H2E1B8,1
H2E2S3,45.555666,-73.615486,2,1,,MONTR問AL,QC,H2E2S3,1
H2E2S2,45.555778,-73.615758,2,1,,MONTR問AL,QC,H2E2S2,1
H2A3N8,45.561616,-73.598929,2,1,,MONTR問AL,QC,H2A3N8,1
G6E9G9,46.445001,-71.024082,2,1,,,,G6E9G9,1
B5M0O9,,0,0,,,,,B5M0O9,1
T0P3I6,57.245215,-111.602537,2,1,,,,T0P3I6,1
H3N2J8,45.528712,-73.631291,2,1,,MONTR問AL,QC,H3N2J8,1
H3N2G9,45.52814,-73.627073,2,1,,MONTR問AL,QC,H3N2G9,1
H2A3N6,45.559482,-73.602416,2,1,,MONTREAL,QC,H2A3N6,1
E1E4C6,46.088738,-64.841924,2,1,,Moncton,NB,E1E4C6,1
R7B2B8,49.843358,-99.97297,2,1,,Brandon,MB,R7B2B8,1
E5L1W7,45.663605,-66.613119,2,1,,Fredericton,NB,E5L1W7,1
E3B4Z9,45.947089,-66.637974,2,1,,FREDERICTON,NB,E3B4Z9,1
H1Z1J2,45.58202,-73.624242,2,1,,MONTR問AL,QC,H1Z1J2,1
G5H3N7,48.568446,-68.158341,2,1,,SAINT-JOSEPH-DE-LEPAGE,QC,G5H3N7,1
G0M1G0,45.962237,-70.936335,2,1,,AUBERT-GALLION,QC,G0M1G0,1
G6P4B8,46.06661,-71.94767,2,1,,VICTORIAVILLE,QC,G6P4B8,1
J0P1G0,45.300374,-74.448531,2,1,,SAINTE-JUSTINE-DE-NEWTON,QC,J0P1G0,1
G6E2W8,46.450486,-71.039887,2,1,,SAINTE-MARIE,QC,G6E2W8,1
J0K2L0,45.906757,-73.675617,2,1,,Saint-Roch-de-l&#39;Achigan,QC,J0K2L0,1
J0A1N0,45.741502,-71.815472,2,1,,ASBESTOS,QC,J0A1N0,1
T2G3C7,51.020055,-114.046389,2,1,,Calgary,AB,T2G3C7,1
G1J2V4,46.824358,-71.227707,2,1,,QU問BEC,QC,G1J2V4,1
A7A9A4,,0,0,,,,,A7A9A4,1
V2A8K5,49.482213,-119.55453,2,1,,PENTICTON,BC,V2A8K5,1
V1H2A5,50.310513,-119.378951,2,1,,VERNON,BC,V1H2A5,1
C8C7C7,,0,0,,,,,C8C7C7,1
C2D6C2,,0,0,,,,,C2D6C2,1
V8Z7G8,48.466145,-123.413442,2,1,,VICTORIA,BC,V8Z7G8,1
V2J4R6,52.986079,-122.443477,2,1,,QUESNEL,BC,V2J4R6,1
G8Y2A5,46.350597,-72.583129,2,1,,TROIS-RIVI躍RES,QC,G8Y2A5,1
J8H1W9,45.647482,-74.344817,2,1,,LACHUTE,QC,J8H1W9,1
H8T1E5,45.447469,-73.703511,2,1,,LACHINE,QC,H8T1E5,1
J8Y1R6,45.447397,-75.736096,2,1,,GATINEAU,QC,J8Y1R6,1
G7H4V4,48.420331,-71.061001,2,1,,CHICOUTIMI,QC,G7H4V4,1
J6K4Y6,45.346788,-73.766096,2,1,,CH籾TEAUGUAY,QC,J6K4Y6,1
J1E1H1,45.941327,-71.633253,2,1,,SHERBROOKE,QC,J1E1H1,1
H2K1V7,45.529429,-73.556053,2,1,,MONTR問AL,QC,H2K1V7,1
G1H1H1,46.864432,-71.254333,2,1,,Charlesbourg,QC,G1H1H1,1
H2L3C2,45.520257,-73.557486,2,1,,MONTR問AL,QC,H2L3C2,1
X5U3V6,,0,0,,,,,X5U3V6,1
T4P1Q3,52.291475,-113.813135,2,1,,,,T4P1Q3,1
J3A6D2,45.331375,-73.275786,2,1,,,,J3A6D2,1
E3Z2W1,47.051477,-67.755693,2,1,,GRAND-SAULT/GRAND FALLS,NB,E3Z2W1,1
H2R3B6,45.542298,-73.621614,2,1,,MONTR問AL,QC,H2R3B6,1
H1Z4H2,45.565765,-73.613835,2,1,,MONTR問AL,QC,H1Z4H2,1
H2R0A2,45.538592,-73.615804,2,1,,MONTR問AL,QC,H2R0A2,1
B6E6B1,,0,0,,,,,B6E6B1,1
H6Z5B4,,0,0,,,,,H6Z5B4,1
B9A3J9,45.614757,-61.337524,2,1,,PORT HAWKESBURY,NS,B9A3J9,1
N2M5C6,43.446297,-80.517305,2,1,,Kitchener,ON,N2M5C6,1
C5N3B1,,0,0,,,,,C5N3B1,1
P6X7Y1,,0,0,,,,,P6X7Y1,1
R1A2C9,50.154684,-96.89473,2,1,,Selkirk,MB,R1A2C9,1
H1Z4B2,45.578056,-73.611091,2,1,,MONTR問AL,QC,H1Z4B2,1
H1Z3Z5,45.577565,-73.611589,2,1,,MONTREAL,QC,H1Z3Z5,1
B4C2K3,44.76653,-63.692116,2,1,,LOWER SACKVILLE,NS,B4C2K3,1
B3A4K6,44.689386,-63.551744,2,1,,DARTMOUTH,NS,B3A4K6,1
E7A2H1,47.258237,-68.59964,2,1,,CLAIR,NB,E7A2H1,1
S6C4A0,,0,0,,,,,S6C4A0,1
R7A3G3,49.826603,-99.941741,2,1,,Brandon,MB,R7A3G3,1
R9A1R8,53.815267,-101.245874,2,1,,THE PAS,MB,R9A1R8,1
E4K3G8,45.92341,-64.50857,2,1,,MIDDLETON,NB,E4K3G8,1
Y9L8N8,,0,0,,,,,Y9L8N8,1
H2K2B9,45.530422,-73.549237,2,1,,MONTR問AL,QC,H2K2B9,1
H2K2B6,45.529858,-73.549745,2,1,,MONTR問AL,QC,H2K2B6,1
H2K2B7,45.529738,-73.549852,2,1,,MONTR問AL,QC,H2K2B7,1
H2K2S9,45.535949,-73.552764,2,1,,MONTR問AL,QC,H2K2S9,1
H2K3C4,45.531649,-73.551309,2,1,,MONTR問AL,QC,H2K3C4,1
V0S1N0,48.379561,-123.728023,2,1,,SOOKE,BC,V0S1N0,1
A7C2D2,,0,0,,,,,A7C2D2,1
P1H2J1,45.31407,-79.241452,2,1,,HUNTSVILLE,ON,P1H2J1,1
T8V3J9,55.171279,-118.815532,2,1,,Grande Prairie,AB,T8V3J9,1
H3Q9M9,,0,0,,,,,H3Q9M9,1
K3J4F2,,0,0,,,,,K3J4F2,1
T3U7N4,,0,0,,,,,T3U7N4,1
H1Z3N9,45.584186,-73.597264,2,1,,MONTR問AL,QC,H1Z3N9,1
H0I5O1,,0,0,,,,,H0I5O1,1
K0A1T0,45.448989,-76.014954,2,1,,Nepean,ON,K0A1T0,1
H3N2B7,45.529996,-73.628617,2,1,,MONTR問AL,QC,H3N2B7,1
H3N2G3,45.532591,-73.639857,2,1,,MONTR問AL,QC,H3N2G3,1
H3N2T2,45.52582,-73.629145,2,1,,MONTR問AL,QC,H3N2T2,1
